type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,0,9.977653945956515,9.15200167419692,9.154594249571787,1844.977469734905,197.75272774974772
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,1,10.005719866215241,9.17547538391705,9.175588763123042,1859.2995914080293,202.599385652457
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,2,9.987396488133761,9.160816704071255,9.160027332887166,1850.0329320430974,198.30866396761135
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,3,9.988042732620363,9.160624998679685,9.15765065317662,1849.0588557292954,199.4789416823077
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,4,10.002081680228272,9.178224359287615,9.177172581723038,1853.0757536685248,203.88032641437098
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,5,9.985980487215059,9.161953305718566,9.161727342828671,1850.9326220706473,201.05224615384617
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,6,9.99267728195944,9.165590215820623,9.163085443602482,1850.9220039482416,201.2858691041088
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,7,9.970553757046092,9.148188298015524,9.150572261013385,1846.0364503841267,194.9578647522775
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,8,9.996129831931754,9.17063081097688,9.171259386090338,1850.6571066913268,204.77836703751512
variety,-1.0616022882675031,1.9926783254508513,14220.310344827585,9,9.970546377695772,9.150015890306,9.153843766713255,1843.54650258781,197.35281563537356
