type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
shift,-1.0616022882675031,1.114842781701459,7100,0,9.217443667996807,8.616985354891632,8.613723027495194,1537.4154402036631,116.59809266409266
shift,-1.0616022882675031,1.114842781701459,7100,1,9.208792722651143,8.610797089260593,8.610959481910628,1535.4439752090884,114.92376774193549
shift,-1.0616022882675031,1.114842781701459,7100,2,9.233044664631597,8.630604285239581,8.62768317964578,1545.0335374913739,117.03712783751493
shift,-1.0616022882675031,1.114842781701459,7100,3,9.222177153335233,8.621748511930532,8.618912842945509,1540.9741357604144,115.9943473814522
shift,-1.0616022882675031,1.114842781701459,7100,4,9.223259920000233,8.620927645915762,8.618908262425853,1543.383183672876,114.73438719750196
shift,-1.0616022882675031,1.114842781701459,7100,5,9.226211144131973,8.623711429327193,8.626171226110836,1545.4378798327407,116.19702957010891
shift,-1.0616022882675031,1.114842781701459,7100,6,9.212499367523971,8.61115613968031,8.6161093431947,1538.0903961081324,115.23777764705883
shift,-1.0616022882675031,1.114842781701459,7100,7,9.216146274835804,8.617254888782146,8.61625503878881,1537.5650346902637,115.95495069033531
shift,-1.0616022882675031,1.114842781701459,7100,8,9.229648742971268,8.626639908147434,8.627252761589364,1548.332935774204,116.57039262343842
shift,-1.0616022882675031,1.114842781701459,7100,9,9.230119408388015,8.625366222864063,8.622792655153507,1547.6318686330148,115.65484559884561
