type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
slope,-0.8841639872918342,1.9926783254508513,7100,0,10.819827727659373,10.037719805058051,10.034646587034667,2199.807848294097,605.0123474849378
slope,-0.8841639872918342,1.9926783254508513,7100,1,10.803906792214587,10.023321813846879,10.022080523907956,2192.0394735875975,602.0134742104068
slope,-0.8841639872918342,1.9926783254508513,7100,2,10.80455066692913,10.02318949719646,10.022789901041483,2192.7911134922765,593.9882160311738
slope,-0.8841639872918342,1.9926783254508513,7100,3,10.826268013419075,10.041053209986734,10.04197345341428,2205.6087697552825,608.9219718586155
slope,-0.8841639872918342,1.9926783254508513,7100,4,10.811248983607776,10.031505703062948,10.031443958284843,2194.8495670316534,599.5477489542691
slope,-0.8841639872918342,1.9926783254508513,7100,5,10.791739720783358,10.012628698407461,10.010977984115266,2187.0327265840665,583.7818095238096
slope,-0.8841639872918342,1.9926783254508513,7100,6,10.816977681610297,10.032529114314093,10.033436466866709,2196.725078993587,605.0368543608208
slope,-0.8841639872918342,1.9926783254508513,7100,7,10.810907663686038,10.029793198916938,10.030519486597303,2194.8010647172223,603.4185541818183
slope,-0.8841639872918342,1.9926783254508513,7100,8,10.823698567572896,10.041601661409834,10.045234004897049,2201.6536197963264,606.7879285149074
slope,-0.8841639872918342,1.9926783254508513,7100,9,10.819540661252937,10.03642048579882,10.033667414297735,2199.8847699949265,603.4710851282051
