type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
shift,-1.0616022882675031,4.37452060727132,7100,0,9.955140610352935,9.301993063668899,9.303368484505933,1738.3052215145676,255.83697127937336
shift,-1.0616022882675031,4.37452060727132,7100,1,9.932768160223265,9.28334306584937,9.283774137527232,1729.0948186797875,250.78935602922346
shift,-1.0616022882675031,4.37452060727132,7100,2,9.942597050415202,9.291664605917978,9.291047008279302,1733.8567130507872,256.38483129726586
shift,-1.0616022882675031,4.37452060727132,7100,3,9.95420999892843,9.301065119055117,9.303034210611662,1742.4997405287409,257.57265878230396
shift,-1.0616022882675031,4.37452060727132,7100,4,9.957706773541606,9.305240941865256,9.304213467862388,1740.199587182243,258.2795135299483
shift,-1.0616022882675031,4.37452060727132,7100,5,9.962350413984915,9.310804197249066,9.308994022718762,1741.6943992914114,261.4206952727273
shift,-1.0616022882675031,4.37452060727132,7100,6,9.947974505740135,9.297801387407251,9.29827106086107,1735.7761335517189,256.20841489059393
shift,-1.0616022882675031,4.37452060727132,7100,7,9.946809117415429,9.294338582985535,9.292018801406291,1735.9887485663369,256.1669231031543
shift,-1.0616022882675031,4.37452060727132,7100,8,9.976805772700573,9.31951408675946,9.318928070702945,1752.2149547250283,260.8371906728357
shift,-1.0616022882675031,4.37452060727132,7100,9,9.944471606590788,9.291894470777297,9.293517571837732,1735.7114756803603,253.4969963542279
