type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,0,10.42577844464133,9.398901500014027,9.400528292761079,2060.1046436128686,248.95459996879111
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,1,10.415750338218704,9.386786565411082,9.387792990498465,2057.212020944073,244.92306815415822
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,2,10.421065634918845,9.395029539925275,9.394511212136349,2057.613702680662,245.4645430649795
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,3,10.425906835571064,9.39906516531017,9.39797940342129,2058.4903657101027,249.72470029264935
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,4,10.421406985406346,9.399004716178647,9.398249165751968,2057.4131142659176,252.4809628356879
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,5,10.423004774714585,9.397737347073587,9.401352516308885,2052.0344593114796,249.86985714285714
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,6,10.41581843054917,9.392738973971754,9.39301423974796,2052.9415582897077,248.01213866513234
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,7,10.433722677638833,9.407629042699307,9.409819147851742,2063.53543967468,254.49532598714418
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,8,10.405507940657195,9.388971728845483,9.387235206218579,2047.204065112184,244.8699505376344
variety,-1.0616022882675031,1.9926783254508513,28960.724137931033,9,10.429405900992986,9.40266951781218,9.399270491937823,2059.183962893882,250.942385403329
