type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,0,9.966064904549743,9.154247254954731,9.153560676820623,1842.2822691202964,198.36958751393533
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,1,9.953763368733576,9.149757059741953,9.153955663619866,1830.3443199051085,199.31077221862571
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,2,9.944406445106564,9.137803284048053,9.136790617800342,1830.6886185201781,196.2810773237296
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,3,9.94099781220886,9.133740625159344,9.136382592555204,1829.149551230398,194.36531219028743
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,4,9.92300300974998,9.11913927943802,9.115201143079577,1818.9389514711108,192.4583708530697
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,5,9.953560251096548,9.145785038615424,9.149213890268504,1828.8236265430696,198.5138219433278
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,6,9.95004036146242,9.14604089016798,9.14525060012781,1830.7001375953737,198.73030425963486
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,7,9.953447237547685,9.148918220728131,9.151933039984039,1830.6596098247635,197.27876253776435
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,8,9.965910658434694,9.156147281710576,9.156892111164797,1835.1819210037645,199.96749714285716
variety,-1.0616022882675031,1.9926783254508513,13299.03448275862,9,9.943785715147914,9.13856390986714,9.137822502533355,1827.5486301029202,195.78033705425008
