slope,subsample_len,mtld_thresholds,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
-1.45,50,0.84,0,7.978012285462304,5.217460958747966,5.2445379471256075,40.927231243455765,39.050980392156866
-1.45,100,0.78,0,7.978012285462304,5.998776655816565,5.944381279807311,71.26277980634202,61.08588957055215
-1.45,500,0.72,0,7.978012285462304,7.163722860706173,7.11865149448674,224.22742628690065,92.49074074074075
-1.45,1000,0.66,0,7.978012285462304,7.450542526513038,7.459061465195145,354.45162244179556,135.96529523809522
-1.45,2000,0.6,0,7.978012285462304,7.713547609911143,7.733706528302183,551.6192551669565,192.71433566433566
-1.45,50,0.84,1,8.100016481898795,5.212610371889161,5.247874772621526,41.32715291229051,39.735019762845845
-1.45,100,0.78,1,8.100016481898795,5.97562230643396,5.962494515933824,72.5413817432344,65.56813852813853
-1.45,500,0.72,1,8.100016481898795,7.149348348107724,7.173908930109686,233.89936717802763,97.08310679611652
-1.45,1000,0.66,1,8.100016481898795,7.550983573873974,7.521857166056829,373.27923404713385,137.7680365296804
-1.45,2000,0.6,1,8.100016481898795,7.843222848368763,7.797747454692521,583.3886413159163,199.95583838383837
-1.45,50,0.84,2,8.126848636448376,5.332558708791235,5.256789313799235,41.49258296349928,39.89592592592592
-1.45,100,0.78,2,8.126848636448376,6.007993909565863,5.966298315201769,72.99970087121734,64.93523511166254
-1.45,500,0.72,2,8.126848636448376,7.2081437796829615,7.191101617221114,235.54526499408107,98.74209150326797
-1.45,1000,0.66,2,8.126848636448376,7.575633990563729,7.556012132331644,374.63320264969866,146.05078768909755
-1.45,2000,0.6,2,8.126848636448376,7.869057965547737,7.8385785477690115,585.4550135368057,213.1965497412306
-1.45,50,0.84,3,8.016188434785768,5.288558708791235,5.244673627262301,41.02043838757288,38.113916349809884
-1.45,100,0.78,3,8.016188434785768,5.899231946908399,5.958412892149768,71.47647809132181,62.13138650306749
-1.45,500,0.72,3,8.016188434785768,7.113106215600827,7.133573692182661,226.53341239353117,96.695
-1.45,1000,0.66,3,8.016188434785768,7.4510309678934465,7.466848050190536,361.05906221842946,139.92608173076923
-1.45,2000,0.6,3,8.016188434785768,7.751664851213263,7.723490803610602,566.7442031789647,200.9270630236794
-1.45,50,0.84,4,8.08695358315812,5.270719339714148,5.262034684686041,41.335835262732395,41.67422222222222
-1.45,100,0.78,4,8.08695358315812,6.020715890363763,5.977637707715653,72.44809509555701,67.04362666666667
-1.45,500,0.72,4,8.08695358315812,7.203695608157477,7.190320432381129,231.78158434407462,100.4582052173913
-1.45,1000,0.66,4,8.08695358315812,7.514166827468825,7.529559373491254,368.9787868073266,143.66109568106313
-1.45,2000,0.6,4,8.08695358315812,7.826525291427226,7.808313838168448,578.4912295951805,209.54831560283685
-1.45,50,0.84,5,8.024009182568523,5.277990283760947,5.231929653027152,40.94205371484273,37.78030303030303
-1.45,100,0.78,5,8.024009182568523,5.960437959388927,5.939060423742861,71.53536550852078,61.23778963414635
-1.45,500,0.72,5,8.024009182568523,7.118207745256129,7.1218671452673625,228.37315301809613,93.68544869190136
-1.45,1000,0.66,5,8.024009182568523,7.462993045690704,7.462626366762658,363.5238887015264,134.31155787439613
-1.45,2000,0.6,5,8.024009182568523,7.761386621590337,7.739173216420646,569.2068427427721,192.8540796677636
-1.45,50,0.84,6,8.11285099447188,5.254719339714148,5.27523555340832,41.38261436602102,45.13524324324325
-1.45,100,0.78,6,8.11285099447188,5.925544106399347,5.99302296501381,72.65012104126133,70.18322455322456
-1.45,500,0.72,6,8.11285099447188,7.21427688341506,7.202115044894085,233.83640974354225,103.6114008489994
-1.45,1000,0.66,6,8.11285099447188,7.543374215458911,7.572543284965263,373.2536269599209,149.5866395296246
-1.45,2000,0.6,6,8.11285099447188,7.839973732518311,7.869631646340459,587.0476839962522,210.35189393939393
-1.45,50,0.84,7,8.056470208183082,5.304229114718475,5.253144619995731,41.32524772387453,40.06565737051793
-1.45,100,0.78,7,8.056470208183082,5.9792737908883655,5.9687538269894,72.44735480619734,65.08093506493506
-1.45,500,0.72,7,8.056470208183082,7.18440043553319,7.194123086427403,230.2969682343428,98.4872156862745
-1.45,1000,0.66,7,8.056470208183082,7.520596308609586,7.542615711157575,362.90785806404045,141.7107042253521
-1.45,2000,0.6,7,8.056470208183082,7.801804874531387,7.799850706869351,562.5741083161305,209.34653404429864
-1.45,50,0.84,8,8.15240978383708,5.343248664727128,5.287882768404702,41.82024065270134,44.62754385964912
-1.45,100,0.78,8,8.15240978383708,6.040644600405274,6.017754713049808,73.67685852929418,72.26307753796962
-1.45,500,0.72,8,8.15240978383708,7.251554894935765,7.257874935372674,236.61705497453607,107.43827956989247
-1.45,1000,0.66,8,8.15240978383708,7.617927690715571,7.6266854142461105,374.276867348962,159.98905721966207
-1.45,2000,0.6,8,8.15240978383708,7.87997435302991,7.914330112088712,579.742123806315,228.26958501268845
-1.45,50,0.84,9,8.062533073741378,5.20848050875662,5.251053016581981,41.164434976889964,40.14762666666666
-1.45,100,0.78,9,8.062533073741378,5.979803280980518,5.9719720858095755,72.09074945915023,65.34640692640693
-1.45,500,0.72,9,8.062533073741378,7.196223400366009,7.15946659770107,230.85144986201448,101.3505982905983
-1.45,1000,0.66,9,8.062533073741378,7.521493764179382,7.505578271936309,366.95502428970076,143.68079372056513
-1.45,2000,0.6,9,8.062533073741378,7.800965014519344,7.769140965651395,573.9395748588012,203.5093333333333
