genre,file,reduced_sample_size,subsample_len,mtld_thresholds,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
legal,usc40.txt,2000,50,0.85,0,7.3549439238297,5.046409383877305,5.029634011394989,38.95290750845025,25.044025157232703
legal,usc40.txt,2000,100,0.8,0,7.3549439238297,5.787483671104892,5.631223653296834,67.39739678849689,35.33982300884956
legal,usc40.txt,2000,500,0.75,0,7.3549439238297,6.909953167997154,6.690664579954203,202.7702325437503,44.37162698412698
legal,usc40.txt,2000,1000,0.7,0,7.3549439238297,7.149440114922363,6.991700157577761,302.4767160566489,61.310021321961614
legal,usc40.txt,2000,2000,0.65,0,7.3549439238297,7.3549439238297,7.3549439238297,433.0,77.52804487179488
legal,usc40.txt,2000,50,0.85,1,7.530695688915462,5.077475109058567,5.01516410262512,38.990991278162035,25.086645962732916
legal,usc40.txt,2000,100,0.8,1,7.530695688915462,5.7515146704702165,5.5921088966413555,68.51019365147789,32.923577235772356
legal,usc40.txt,2000,500,0.75,1,7.530695688915462,6.882458997167222,6.6534098366165395,223.69678228439568,46.68295019157088
legal,usc40.txt,2000,1000,0.7,1,7.530695688915462,7.269196914906604,7.041946839799916,351.351241369901,61.87045454545454
legal,usc40.txt,2000,2000,0.65,1,7.530695688915462,7.530695688915462,7.530695688915462,530.0,79.55528846153847
legal,usc40.txt,2000,50,0.85,2,7.430250960991701,4.962920834338881,4.856042473096539,37.99394951495276,19.348550724637683
legal,usc40.txt,2000,100,0.8,2,7.430250960991701,5.806015575001357,5.455379510381604,67.26570010596079,26.893288590604026
legal,usc40.txt,2000,500,0.75,2,7.430250960991701,6.843379238358949,6.627485472892744,223.9894327241625,34.5758547008547
legal,usc40.txt,2000,1000,0.7,2,7.430250960991701,7.158260129662665,7.0523945613933865,350.0139474388989,44.95976123595506
legal,usc40.txt,2000,2000,0.65,2,7.430250960991701,7.430250960991701,7.430250960991701,519.0,61.90794871794872
legal,usc40.txt,2000,50,0.85,3,7.468544775074203,5.155997358916247,4.961573327273094,38.88298103848905,23.539244186046513
legal,usc40.txt,2000,100,0.8,3,7.468544775074203,5.821332331280358,5.545850059503946,68.33880758404537,31.576377952755905
legal,usc40.txt,2000,500,0.75,3,7.468544775074203,6.889423373717347,6.675793239393426,217.83963331144975,38.770604395604394
legal,usc40.txt,2000,1000,0.7,3,7.468544775074203,7.231766204491507,7.039373802533475,337.43479400864015,55.76756756756757
legal,usc40.txt,2000,2000,0.65,3,7.468544775074203,7.468544775074203,7.468544775074203,504.0,69.08900862068965
legal,usc40.txt,2000,50,0.85,4,7.16621448257199,4.8962070707529,4.847593179417937,37.01505735790755,19.292270531400966
legal,usc40.txt,2000,100,0.8,4,7.16621448257199,5.5945305215767736,5.422176643259904,64.46789251606788,25.975324675324675
legal,usc40.txt,2000,500,0.75,4,7.16621448257199,6.645648276615086,6.47262768182203,201.53802506086868,34.756521739130434
legal,usc40.txt,2000,1000,0.7,4,7.16621448257199,6.910425768560207,6.793949883712612,309.13057796234665,45.035674157303376
legal,usc40.txt,2000,2000,0.65,4,7.16621448257199,7.16621448257199,7.16621448257199,457.0,62.756933593750006
legal,usc40.txt,2000,50,0.85,5,7.466402345742036,4.993145514985807,4.980112432129652,39.002877579532615,22.726553672316385
legal,usc40.txt,2000,100,0.8,5,7.466402345742036,5.767667776218843,5.60160623468967,67.8366885328417,31.04392764857881
legal,usc40.txt,2000,500,0.75,5,7.466402345742036,6.911035991702851,6.761529877379521,214.93452132681887,42.15479323308271
legal,usc40.txt,2000,1000,0.7,5,7.466402345742036,7.213551105935092,7.116797548790862,332.6209070799424,56.00625
legal,usc40.txt,2000,2000,0.65,5,7.466402345742036,7.466402345742036,7.466402345742036,493.0,74.65288065843622
legal,usc40.txt,2000,50,0.85,6,7.489328202476068,5.067222127790439,4.951386814282395,38.49066804416268,23.303179190751443
legal,usc40.txt,2000,100,0.8,6,7.489328202476068,5.788396997251217,5.543817356866735,67.57620461726991,30.716793893129772
legal,usc40.txt,2000,500,0.75,6,7.489328202476068,6.855318111635931,6.702698054051772,223.1640784364913,41.61404639175258
legal,usc40.txt,2000,1000,0.7,6,7.489328202476068,7.243506199470119,7.1753727823599665,354.75389620514824,53.37272727272727
legal,usc40.txt,2000,2000,0.65,6,7.489328202476068,7.489328202476068,7.489328202476068,541.0,74.60582561728395
legal,usc40.txt,2000,50,0.85,7,7.443026272341708,5.145460958747965,4.951086106014493,38.710990064329906,23.1
legal,usc40.txt,2000,100,0.8,7,7.443026272341708,5.659088012397513,5.543626890698762,67.65579098976171,30.97829457364341
legal,usc40.txt,2000,500,0.75,7,7.443026272341708,6.873858943255328,6.7440349683833585,214.80675114756613,40.120416666666664
legal,usc40.txt,2000,1000,0.7,7,7.443026272341708,7.222501790708091,7.1918529352399565,334.52112804181866,53.11341093117409
legal,usc40.txt,2000,2000,0.65,7,7.443026272341708,7.443026272341708,7.443026272341708,504.0,71.65717514124294
legal,usc40.txt,2000,50,0.85,8,7.357875092048067,4.952584165110818,4.933298894751093,38.06232623475008,21.33164893617021
legal,usc40.txt,2000,100,0.8,8,7.357875092048067,5.601671744471078,5.516056969006536,66.3166592320251,30.95576923076923
legal,usc40.txt,2000,500,0.75,8,7.357875092048067,6.76199879430871,6.57827574743018,211.81923340691003,40.67929292929293
legal,usc40.txt,2000,1000,0.7,8,7.357875092048067,7.127217812340478,7.023040509335232,330.4964603386105,49.94567901234568
