genre,file,reduced_sample_size,subsample_len,mtld_thresholds,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
legal,usc44.txt,50,10,0.84,0,4.988758439731455,3.1268303448440933,3.2194890704971204,9.281849761181062,23.25
legal,usc44.txt,50,50,0.78,0,4.988758439731455,4.988758439731455,4.988758439731455,36.0,33.794285714285714
legal,usc44.txt,50,100,0.72,0,4.988758439731455,,,,38.92000000000001
legal,usc44.txt,50,200,0.66,0,4.988758439731455,,,,
legal,usc44.txt,50,500,0.6,0,4.988758439731455,,,,
legal,usc44.txt,50,10,0.84,1,5.188758439731455,3.261928094887362,3.2829037046434615,9.515414676508914,27.080000000000002
legal,usc44.txt,50,50,0.78,1,5.188758439731455,5.188758439731455,5.188758439731455,40.0,
legal,usc44.txt,50,100,0.72,1,5.188758439731455,,,,
legal,usc44.txt,50,200,0.66,1,5.188758439731455,,,,
legal,usc44.txt,50,500,0.6,1,5.188758439731455,,,,
legal,usc44.txt,50,10,0.84,2,5.148758439731455,3.2819280948873626,3.2633915095215107,9.478679982631354,36.34666666666667
legal,usc44.txt,50,50,0.78,2,5.148758439731455,5.148758439731455,5.148758439731455,39.0,49.5
legal,usc44.txt,50,100,0.72,2,5.148758439731455,,,,
legal,usc44.txt,50,200,0.66,2,5.148758439731455,,,,
legal,usc44.txt,50,500,0.6,2,5.148758439731455,,,,
legal,usc44.txt,50,10,0.84,3,4.315783629896564,3.041928094887363,3.2877817534239506,8.482402914912482,15.666666666666666
legal,usc44.txt,50,50,0.78,3,4.315783629896564,4.315783629896564,4.315783629896564,23.0,16.396666666666665
legal,usc44.txt,50,100,0.72,3,4.315783629896564,,,,23.5
legal,usc44.txt,50,200,0.66,3,4.315783629896564,,,,27.717
legal,usc44.txt,50,500,0.6,3,4.315783629896564,,,,40.10000000000001
legal,usc44.txt,50,10,0.84,4,5.078562939644916,3.214379219865728,3.2731476070824868,9.307430761388744,28.042
legal,usc44.txt,50,50,0.78,4,5.078562939644916,5.078562939644916,5.078562939644916,39.0,74.24000000000002
legal,usc44.txt,50,100,0.72,4,5.078562939644916,,,,
legal,usc44.txt,50,200,0.66,4,5.078562939644916,,,,
legal,usc44.txt,50,500,0.6,4,5.078562939644916,,,,
legal,usc44.txt,50,10,0.84,5,4.7157287506433905,3.021928094887363,3.1164045277983625,8.855293919771238,16.61714285714286
legal,usc44.txt,50,50,0.78,5,4.7157287506433905,4.7157287506433905,4.7157287506433905,32.0,22.37166666666666
legal,usc44.txt,50,100,0.72,5,4.7157287506433905,,,,26.44
legal,usc44.txt,50,200,0.66,5,4.7157287506433905,,,,38.9647619047619
legal,usc44.txt,50,500,0.6,5,4.7157287506433905,,,,
legal,usc44.txt,50,10,0.84,6,5.118562939644916,3.2343792198657275,3.24387931439956,9.467346938775506,27.0
legal,usc44.txt,50,50,0.78,6,5.118562939644916,5.118562939644916,5.118562939644916,38.0,42.0
legal,usc44.txt,50,100,0.72,6,5.118562939644916,,,,
legal,usc44.txt,50,200,0.66,6,5.118562939644916,,,,
legal,usc44.txt,50,500,0.6,6,5.118562939644916,,,,
legal,usc44.txt,50,10,0.84,7,4.908758439731455,3.0117325948008236,3.204854924155658,9.15848892748588,31.69333333333333
legal,usc44.txt,50,50,0.78,7,4.908758439731455,4.908758439731455,4.908758439731455,35.0,50.797499999999964
legal,usc44.txt,50,100,0.72,7,4.908758439731455,,,,49.00000000000001
legal,usc44.txt,50,200,0.66,7,4.908758439731455,,,,
