slope,subsample_len,mtld_thresholds,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
-1.57,50,0.84,0,3.9463945705479517,3.059207751289049,3.056821923816551,16.915003468257694,10.035502008032129
-1.57,100,0.78,0,3.9463945705479517,3.306010066607615,3.2954345769999756,26.407652000714243,10.224314928425358
-1.57,500,0.72,0,3.9463945705479517,3.6845405999172636,3.6725772509705696,72.43906253480094,10.425443169968718
-1.57,1000,0.66,0,3.9463945705479517,3.78615940242931,3.772371026383859,111.11986233449372,11.13427765404603
-1.57,2000,0.6,0,3.9463945705479517,3.8694208264858485,3.8402466740834402,169.66932446288297,12.604161412358135
-1.57,50,0.84,1,3.8069518474076993,2.9589406380320202,2.9631377345354193,16.19799798516063,10.017688710754843
-1.57,100,0.78,1,3.8069518474076993,3.1938654421350265,3.191800509680842,25.152064809077917,10.15117766497462
-1.57,500,0.72,1,3.8069518474076993,3.5557799539129067,3.538495175150464,69.18897438352175,10.317908496732025
-1.57,1000,0.66,1,3.8069518474076993,3.657415385698271,3.6353664585870575,105.92492838299839,10.816151351351351
-1.57,2000,0.6,1,3.8069518474076993,3.733686681686876,3.6981840856321115,161.08550823842077,12.089533011272142
-1.57,50,0.84,2,3.8262514792807476,2.9590617310433376,2.958843506873823,16.238503890164047,10.025636910732198
-1.57,100,0.78,2,3.8262514792807476,3.2065359865756293,3.194270919414678,25.396168368239376,10.133536173089926
-1.57,500,0.72,2,3.8262514792807476,3.57567535707697,3.5812634595221535,70.4776711985777,10.293083419155511
-1.57,1000,0.66,2,3.8262514792807476,3.675693255791271,3.687033547748938,107.90240830412435,10.854815418023886
-1.57,2000,0.6,2,3.8262514792807476,3.7532434672310924,3.75774545654688,163.99505670009398,12.046746987951806
-1.57,50,0.84,3,3.884163443903338,2.9929920108492905,2.9943839398308367,16.68318307799852,10.03578313253012
-1.57,100,0.78,3,3.884163443903338,3.241386951134692,3.2408752641558185,26.141579598987875,10.225889570552148
-1.57,500,0.72,3,3.884163443903338,3.618208622256374,3.622243917906136,72.35382828084283,10.361119170984455
-1.57,1000,0.66,3,3.884163443903338,3.720910098527434,3.7097376246159244,111.69046587958185,10.951986126323476
-1.57,2000,0.6,3,3.884163443903338,3.8035715819507594,3.7751774696469043,172.2340411635371,12.264212678936605
-1.57,50,0.84,4,3.8438674149485905,2.970458311095145,2.981396048753762,16.470580061095312,10.032570281124496
-1.57,100,0.78,4,3.8438674149485905,3.213050947190636,3.221095082893437,25.728919220638357,10.157198509485093
-1.57,500,0.72,4,3.8438674149485905,3.5857276169592387,3.581841423000583,70.73198365504936,10.285075445816185
-1.57,1000,0.66,4,3.8438674149485905,3.6893930334957394,3.683153883124446,108.72789620109008,10.821948051948054
-1.57,2000,0.6,4,3.8438674149485905,3.766044743285866,3.7507612837197826,166.52893196146104,12.032250300842358
-1.57,50,0.84,5,3.8256129084047483,2.974967526050749,2.9695581306670658,16.242466891109324,10.017595190380764
-1.57,100,0.78,5,3.8256129084047483,3.209189867475646,3.2065699592712793,25.281238218821837,10.117732793522267
