type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
slope,-1.014416608906929,1.9926783254508513,7100,0,9.912648563341204,9.240756999329516,9.23923025296507,1783.130301145115,230.2025060512017
slope,-1.014416608906929,1.9926783254508513,7100,1,9.894523477012275,9.223541017216396,9.22397371256002,1779.0821879035134,228.33915462315463
slope,-1.014416608906929,1.9926783254508513,7100,2,9.87785309259184,9.211662266892649,9.214458330398523,1765.1210719345647,225.21802298850574
slope,-1.014416608906929,1.9926783254508513,7100,3,9.898474230421058,9.230255148127865,9.231815082343394,1770.9194656485872,228.96086448598132
slope,-1.014416608906929,1.9926783254508513,7100,4,9.880699871629373,9.214060621506666,9.213134691111946,1768.6645622555097,224.61860831325464
slope,-1.014416608906929,1.9926783254508513,7100,5,9.886509579041748,9.220353293551003,9.221888451049695,1763.262419326254,230.16282543412976
slope,-1.014416608906929,1.9926783254508513,7100,6,9.89172844056626,9.223626580418724,9.226962477028703,1769.2055160835102,231.07233097484274
slope,-1.014416608906929,1.9926783254508513,7100,7,9.87494901639886,9.210981904966188,9.211459410625556,1760.6319700703807,223.21991927426768
slope,-1.014416608906929,1.9926783254508513,7100,8,9.877328317686128,9.213714916715462,9.217773286676143,1761.2557612342468,225.29780842911876
slope,-1.014416608906929,1.9926783254508513,7100,9,9.880847372568514,9.215032253906628,9.21584490025986,1765.3435212378483,227.25498957126302
