type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
shift,-1.0616022882675031,0.6802190716254777,7100,0,9.018309629309613,8.429074033866279,8.429164554554953,1494.7518132331186,92.40114150943397
shift,-1.0616022882675031,0.6802190716254777,7100,1,9.02086432606868,8.433817110520375,8.433132720710669,1495.7809212626696,93.49133957530138
shift,-1.0616022882675031,0.6802190716254777,7100,2,9.003467427554988,8.41969566291789,8.416295377058917,1489.137004225428,91.27496972519795
shift,-1.0616022882675031,0.6802190716254777,7100,3,9.033632455598347,8.44403437555105,8.441990150714584,1500.9235253772506,93.13653510857506
shift,-1.0616022882675031,0.6802190716254777,7100,4,9.056419199842917,8.46190369885188,8.462745676806488,1510.0430644171809,94.99041464597478
shift,-1.0616022882675031,0.6802190716254777,7100,5,9.027201099747185,8.439836186318242,8.441422705096596,1496.0925412156644,93.45248553144705
shift,-1.0616022882675031,0.6802190716254777,7100,6,9.020985742398562,8.432746258075452,8.436750629495698,1495.6777733876488,93.72717575757576
shift,-1.0616022882675031,0.6802190716254777,7100,7,9.032739516175262,8.44272638572402,8.447424952195515,1500.5742096332524,93.7477261847774
shift,-1.0616022882675031,0.6802190716254777,7100,8,9.04526974832456,8.453518872262874,8.451058558889534,1505.7477448125214,94.15551399105458
shift,-1.0616022882675031,0.6802190716254777,7100,9,9.048846082551137,8.458797154153086,8.46324137138616,1505.8493191179787,95.90115320606951
