type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
slope,-0.9315285769700505,1.9926783254508513,7100,0,10.499550864233964,9.75542738355494,9.753236831700992,2043.6387827065862,425.08188493822496
slope,-0.9315285769700505,1.9926783254508513,7100,1,10.491174339695307,9.74983544566725,9.749679136633587,2038.3295485783085,424.4861616161616
slope,-0.9315285769700505,1.9926783254508513,7100,2,10.493689729609487,9.75224953473372,9.751062826166079,2041.636987379042,426.14179556457185
slope,-0.9315285769700505,1.9926783254508513,7100,3,10.520661941435662,9.773922984495023,9.775266756079729,2053.961737800688,439.4698328577252
slope,-0.9315285769700505,1.9926783254508513,7100,4,10.48675358513238,9.745237265083839,9.744344723784897,2040.8375967738134,423.6408120950324
slope,-0.9315285769700505,1.9926783254508513,7100,5,10.51058794984505,9.764663551019275,9.764886819073551,2050.7388060534836,432.54533999188504
slope,-0.9315285769700505,1.9926783254508513,7100,6,10.502602074747601,9.757462754233888,9.75442373678796,2048.476300430715,426.92709584253197
slope,-0.9315285769700505,1.9926783254508513,7100,7,10.49453480794158,9.750616707642411,9.752553993622874,2042.2867879891262,424.1922964452568
slope,-0.9315285769700505,1.9926783254508513,7100,8,10.477129903552234,9.735171700231392,9.72981320599591,2034.602588381513,414.8472574178028
slope,-0.9315285769700505,1.9926783254508513,7100,9,10.503830040059182,9.759341161225002,9.757115201384163,2048.6372810592043,431.89858512568014
