type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
shift,-1.0616022882675031,2.2014020568914128,7100,0,9.580797150362399,8.951721113079028,8.950472148128066,1641.576770608187,169.63208023257292
shift,-1.0616022882675031,2.2014020568914128,7100,1,9.559996553168379,8.939200132519895,8.940137125237197,1624.9667175643158,167.74312397350516
shift,-1.0616022882675031,2.2014020568914128,7100,2,9.572489694058333,8.947737449537724,8.949657082676605,1632.3589158052657,170.23437037037039
shift,-1.0616022882675031,2.2014020568914128,7100,3,9.579083319240393,8.95349232388477,8.956354596223498,1636.1407607536698,170.81025577020145
shift,-1.0616022882675031,2.2014020568914128,7100,4,9.574020645049709,8.949962142086777,8.948546492667832,1631.3779060530198,170.80218155709616
shift,-1.0616022882675031,2.2014020568914128,7100,5,9.544915086317875,8.923500190294261,8.923835081304171,1620.0450291519414,166.6865940425532
shift,-1.0616022882675031,2.2014020568914128,7100,6,9.580521865729217,8.954314033191075,8.952420927716263,1631.0591334091182,173.01693757361602
shift,-1.0616022882675031,2.2014020568914128,7100,7,9.56640135731815,8.945708670194827,8.94633526765825,1626.1463585539718,169.65263136863138
shift,-1.0616022882675031,2.2014020568914128,7100,8,9.562799749105348,8.93988737507909,8.938088587470672,1628.759580700712,167.65135671514113
shift,-1.0616022882675031,2.2014020568914128,7100,9,9.572612619862557,8.946250307635081,8.94559118374787,1632.0763005168915,169.8999618386817
