type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,0,9.492889754494833,8.880496587905661,8.87799572276767,1606.6401014386126,158.98092084776926
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,1,9.487011461971905,8.876096613858381,8.87547507773623,1604.2389610115831,157.62325726815263
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,2,9.491955704031874,8.883456541237015,8.88333995602989,1600.6512311581807,159.69389372453136
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,3,9.476845763733182,8.865292187648578,8.869358875493077,1601.1608546937243,157.2839004815409
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,4,9.49685737744461,8.886890900245312,8.889312823310286,1602.3355130488103,161.04542167774707
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,5,9.482688027080615,8.87410682846031,8.872728420281597,1597.5849543843428,158.75686127031113
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,6,9.49111248078443,8.881481883895136,8.881132693719625,1603.8713751028251,157.6002488025249
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,7,9.495443265732042,8.884210217639106,8.884788123352433,1602.585151414696,158.6438877438351
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,8,9.493840194051458,8.881903047109615,8.879475499357985,1605.8848191012162,158.20032310177706
variety,-1.0616022882675031,1.9926783254508513,6850.103448275862,9,9.478722011403367,8.868892789963002,8.868411134655895,1600.8610469495138,158.02509164222874
