type,slope,shift,variety,id_draw,sample_entropy,subsample_entropy_rdm,subsample_entropy_mav,exp_variety,mtld
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,0,10.318037076659387,9.343951948536406,9.339466292028742,2004.4936277828708,240.68956890775073
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,1,10.294663596732418,9.332236320486919,9.32995800360795,1994.8907000655263,233.0991066442126
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,2,10.284405421075247,9.31792533482001,9.321596876765803,1996.0650037780897,229.39326541764245
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,3,10.290130578561385,9.324386075583245,9.324702560438311,1996.8886930548385,229.15990217969167
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,4,10.344477291473089,9.367197270980395,9.367639928164364,2015.686419773074,243.25334987593052
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,5,10.295811486537083,9.33037406338342,9.324411829022306,1996.3641270959527,232.69270136039736
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,6,10.298033655380149,9.331262094866613,9.332999160906303,1998.4912339828527,234.9462049184182
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,7,10.30096167603464,9.331477100269243,9.329092503589868,2000.292439246786,234.86422462030373
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,8,10.290413690764085,9.326675902557708,9.327709099639254,1994.5314513106835,234.7334907328201
variety,-1.0616022882675031,1.9926783254508513,23433.06896551724,9,10.29988580177486,9.334266476324238,9.334181455535314,2001.8220528919962,232.75519596199524
