,name,group,length,variety,sample_entropy,m_subsample_entropy_rdm,sd_subsample_entropy_rdm,m_subsample_entropy_mav,sd_subsample_entropy_mav,exp_variety,MTLD,zipf_intercept,zipf_slope,zipf_shift
0,usc54.txt,legal,76044,4315,8.630773043345886,4.086331017493544,0.03800420769335133,4.027298217832513,0.0382006689209895,17.832636856677617,47.79673683108179,11.103618890076799,-1.3424179017925908,0
1,usc37.txt,legal,86592,3226,8.083349521117869,4.028153657376545,0.023103706156927473,4.034659835319397,0.04064310891176959,17.721877807161157,46.579230976068835,11.847312467854003,-1.4850062678383156,0
2,usc23.txt,legal,207053,6152,8.810316982226372,4.101928094887363,0.011599999999997834,4.055793504002138,0.03511370966173999,18.136228603086266,53.5016634366925,13.227447195937378,-1.5141721578368843,0
3,usc44.txt,legal,105078,4761,8.598869139631041,4.136830344844094,0.021407143168421072,4.0105176794044395,0.04649107234999761,17.6729983045666,45.873826675398384,11.76650899978181,-1.3973883950177424,0
4,usc35.txt,legal,58103,3165,8.311919965785446,4.06060478235491,0.025441280206557337,4.015606412809188,0.03875042566642506,17.644669492981247,45.43329163408913,10.734439820819121,-1.3371587664567373,0
5,usc36.txt,legal,135879,5855,8.43958606788658,4.0906047823549105,0.013710903954176956,3.9590209836734656,0.05008388959938159,17.363937862502105,40.08332989234626,12.142730838840977,-1.4323955828773305,0
6,usc11.txt,legal,128225,4136,8.191369114022052,3.979281469822459,0.02785030066540095,3.9977625718343646,0.0408517179834309,17.54071523563703,42.823211814252055,12.252447994897484,-1.4699256052555765,0
7,usc52.txt,legal,79873,4001,8.524531264009635,4.076830344844093,0.04212473817621998,4.032725182912792,0.03823439265558548,17.92790723545733,48.111690239743204,11.327961393097391,-1.378656914413738,0
8,usc40.txt,legal,133647,6316,8.802299932954096,3.9863310174935442,0.018884792214587165,4.008340370592372,0.04749620542201782,17.779114491668654,45.7683806045388,11.968544711397229,-1.3841567093270803,0
9,usc14.txt,legal,91200,4709,8.655859582208198,4.114379219865727,0.03200237956719576,4.038463806612826,0.03807045063700443,17.90552254316743,47.62717493472584,11.411892777671733,-1.3632552930003234,0
10,AlfredTennyson_IdyllsOfTheKing.txt,poetry,85636,6864,9.371185864807618,4.1681536573765445,0.007760548659959454,4.1186969887581615,0.027302366258115995,18.55872777352036,98.78542906574395,10.644337050247172,-1.2339502812308119,0
11,WalterScott_Marmion.txt,poetry,39755,6142,9.904267301822447,4.218153657376545,0.011637992411031917,4.15663628224686,0.019157151987744925,18.745315159386372,166.71065113963797,8.710346308988537,-1.0264602762414607,0
12,JohnMilton_ParadiseLost.txt,poetry,80583,8963,9.964554459814796,4.104379219865729,0.010486739560256808,4.17534134721123,0.017069376196399588,18.887597071177666,150.80637456914351,9.90961909878861,-1.1163473974514664,0
13,GeoffreyChaucer_TheCanterburyTales.txt,poetry,194285,13423,9.537204143762596,4.191928094887363,0.016099999999998005,4.115265093143774,0.025144648164079797,18.64344752471518,83.4844140654667,11.256526668880376,-1.2185176469951697,0
14,EdmundSpenser_TheFaerieQueeneBook1.txt,poetry,45425,6651,9.887938045143002,4.261928094887363,0.002400000000001512,4.190694234063862,0.013884898693692804,18.895548940715642,159.47652355821805,8.872301315070183,-1.0380185101707495,0
15,LesslieHall_Beowulf.txt,poetry,36657,5486,9.641953336483779,4.164379219865729,0.014237717060694877,4.134187333154235,0.023041957998387375,18.525624694087334,132.87869565217392,8.703944622498614,-1.0436705303948017,0
16,GeorgeByron_ChildeHaroldsPilgrimage.txt,poetry,38658,6426,9.909934017624199,4.228153657376546,0.00861348116124816,4.16058711230992,0.01957243874887382,18.797717935651477,175.03220512820513,8.367660871132964,-0.9846522948364266,0
17,OscarWilde_Poems.txt,poetry,37907,5608,9.68431977479684,4.134379219865727,0.02694414964067704,4.122577552218996,0.027111147416650994,18.52584311247073,128.40405405405406,8.736889559681465,-1.0418036864989624,0
18,ElizabethBrowning_AuroraLeigh.txt,poetry,89658,8748,9.635041249519919,4.211928094887363,0.012899999999998357,4.140698646019377,0.021651756874469186,18.808928230032507,125.1758661087866,10.118326296087897,-1.1509724418645204,0
19,RobertBurns_PoemsAndSongs.txt,poetry,131643,13440,10.366134146059792,4.204379219865728,0.011241627062432258,4.108807417230298,0.039012900886049806,18.997811537111243,97.98612236721613,10.434987000921037,-1.1170119506065015,0
20,FrancesBurnett_TheSecretGarden.txt,literature,83196,4808,8.919173998142416,4.1619280948873625,0.004400000000000404,4.091175477795842,0.028927049428617124,18.654861693348384,77.52695902982629,11.296202082531707,-1.361515181175242,0
21,LouisaAlcott_LittleWomen.txt,literature,191006,10785,9.42170140983085,4.231928094887363,0.014900000000004354,4.16706038944692,0.01609819010320024,18.67418662078051,119.1752135341196,11.755243066247935,-1.2913740598004024,0
22,AnnaSewell_BlackBeauty.txt,literature,60674,3949,8.760327503707122,4.241928094887362,0.005600000000008265,4.129767156297312,0.021019009097273056,18.48643085788963,85.47148043818466,10.729928355794186,-1.3238176116355866,0
23,DanielDefoe_RobinsonCrusoe.txt,literature,112003,5856,8.732975135508616,4.093055907333275,0.025202743299772123,4.101691867035347,0.022702800474252882,18.189234676247963,69.8944848673947,11.348634647121518,-1.329003212910676,0
24,StGeorgeRathborne_TheSpidersWeb.txt,literature,59652,6512,9.395207799327927,4.158153657376546,0.012339947411899033,4.172702075190586,0.015380634583156194,18.58821191500474,129.28727699530515,9.518052015706337,-1.1169366806865997,0
