,name,group,length,variety,sample_entropy,m_subsample_entropy_rdm,sd_subsample_entropy_rdm,m_subsample_entropy_mav,sd_subsample_entropy_mav,exp_variety,MTLD,zipf_intercept,zipf_slope,zipf_shift
0,LouisaAlcott_LittleWomen.txt,literature,191006,10785,9.42170140983085,6.7349505716078735,0.024096269279937133,6.660662121674524,0.013905008733274826,138.0966327075758,119.1752135341196,12.023140917948048,-1.322501931645939,10.5
1,FrancesBurnett_TheSecretGarden.txt,literature,83196,4808,8.919173998142416,6.698684229570974,0.0170039548521288,6.505978560291655,0.02394589300396177,133.5228578615251,77.52695902982629,11.937829044699704,-1.4430904554409603,16.0
2,RobertStevenson_TreasureIsland.txt,literature,70120,5886,9.060481759666171,6.605857851469926,0.00692894082317963,6.5140603465272475,0.013355526446929389,133.13245209388543,90.1348553984576,10.409583353850305,-1.2347329639607842,5.0
3,JMBarrie_PeterPan.txt,literature,47894,4808,9.012923173054562,6.7212198678313895,0.019506713944295484,6.546242514658291,0.012221606874255997,133.3017248547677,89.55950914262495,9.632545573047711,-1.1754960798931502,4.5
4,JamesJoyce_Ulysses.txt,literature,272255,29882,10.547360847814126,6.891160654072576,0.02037462456927841,6.657890028075398,0.04299129876037,147.4329378378018,108.38641510405226,10.340896428205918,-1.0360091259470883,1.0
5,LucyMontgomery_AnneOfGreenGables.txt,literature,106885,7531,9.209002660557662,6.7772181595472265,0.009313752738499659,6.585288745785786,0.017162899108292606,135.35723568992637,95.8867683109118,11.071608172912825,-1.2744688911536357,8.0
6,DanielDefoe_RobinsonCrusoe.txt,literature,112003,5856,8.732975135508616,6.561497498247843,0.02060448951153404,6.371836843284192,0.01724286527804253,125.84973460592443,69.8944848673947,11.720552554370434,-1.3753591713975042,9.5
7,RudyardKipling_TheJungleBook.txt,literature,52315,4597,9.087418675817602,6.63826267345619,0.013996813968205402,6.50904990514588,0.020000562368508668,136.98466950264762,86.20195936298738,10.385182311027307,-1.2627063372104064,7.0
8,StGeorgeRathborne_TheSpidersWeb.txt,literature,59652,6512,9.395207799327927,6.732911155476475,0.014637325224548192,6.6819294629016035,0.011906023787894071,138.59398666529654,129.28727699530515,9.645580434722739,-1.1326917029278742,3.5
9,AnnaSewell_BlackBeauty.txt,literature,60674,3949,8.760327503707122,6.677417697185078,0.013064018190952709,6.511252206191303,0.01357790080497523,131.05051949250665,85.47148043818466,11.29107756248898,-1.3970147130434991,12.0
10,JohnMilton_ParadiseLost.txt,poetry,80583,8963,9.964554459814796,6.928279960015542,0.003729756887729252,6.784174823744688,0.016564065255430194,148.5467370830541,150.80637456914351,10.052156878002595,-1.133305951377717,5.0
11,AlfredTennyson_IdyllsOfTheKing.txt,poetry,85636,6864,9.371185864807618,6.7276256359350155,0.018450586965073512,6.604269434265434,0.023166187105360336,140.09674954346946,98.78542906574395,10.919029164939001,-1.2675947245475612,8.0
12,RobertBurns_PoemsAndSongs.txt,poetry,131643,13440,10.366134146059792,6.955475686305116,0.010818224971451684,6.665534913340259,0.07999907130689365,151.95957397471986,97.98612236721613,10.555162437363936,-1.1306784932557936,5.5
13,WalterScott_Marmion.txt,poetry,39755,6142,9.904267301822447,6.854826686884687,0.003631337210407537,6.783610039853007,0.015268646325026225,149.54456665750365,166.71065113963797,8.787188726926036,-1.0360432274341782,2.0
14,EdmundSpenser_TheFaerieQueeneBook1.txt,poetry,45425,6651,9.887938045143002,6.94546595653421,0.012020752083849118,6.799267692999945,0.014353125661600075,147.60020294177335,159.47652355821805,8.975373326361183,-1.0507288717107315,3.0
15,LesslieHall_Beowulf.txt,poetry,36657,5486,9.641953336483779,6.821813522871032,0.01222529415806406,6.696218794599157,0.018569130066197204,145.9029752783457,132.87869565217392,8.769283683941678,-1.0519372394700965,1.5
16,GeorgeByron_ChildeHaroldsPilgrimage.txt,poetry,38658,6426,9.909934017624199,6.956238303650265,0.007267086952438717,6.8045036515002675,0.018263828409196492,149.03720151446464,175.03220512820513,8.405624962328412,-0.9893651821230519,1.0
17,GeoffreyChaucer_TheCanterburyTales.txt,poetry,194285,13423,9.537204143762596,6.72778450152078,0.01629307903572652,6.5245493517985,0.023091521146874072,137.08268758388127,83.4844140654667,11.40407157165612,-1.2352783919648966,6.5
18,OscarWilde_Poems.txt,poetry,37907,5608,9.68431977479684,6.84259026401035,0.010049314744350113,6.681223752830662,0.03065910550672868,146.66688633664143,128.40405405405406,8.801410476209574,-1.0499460890248742,1.5
19,ElizabethBrowning_AuroraLeigh.txt,poetry,89658,8748,9.635041249519919,6.8270557880149,0.014641176010002255,6.728424459360046,0.013496756601931281,143.04254061000552,125.1758661087866,10.265266098047215,-1.1684930016164705,5.0
20,usc35.txt,legal,58103,3165,8.311919965785446,6.4378667707042485,0.010625971471689866,5.988862227562565,0.04396097844853841,120.44911163980954,45.43329163408913,11.214882997565518,-1.4018161658391641,8.0
21,usc36.txt,legal,135879,5855,8.43958606788658,6.316655246052731,0.02759151933469184,6.003476038773055,0.04913805836266505,121.98862038497111,40.08332989234626,12.571590223951494,-1.4858970414216162,10.0
22,usc37.txt,legal,86592,3226,8.083349521117869,6.381450353542594,0.015014097037017393,6.00351746305138,0.04615033042194483,116.17824747038043,46.579230976068835,12.677051045839445,-1.5958592601281636,14.5
23,usc23.txt,legal,207053,6152,8.810316982226372,6.592186898400719,0.024135041626237808,6.165293043445116,0.04947977840854634,129.35242741343717,53.5016634366925,14.123469377393251,-1.6246811139533335,25.0
24,usc44.txt,legal,105078,4761,8.598869139631041,6.389214587199225,0.02571652646753364,6.024399588778254,0.060550541802427915,126.04999152741425,45.873826675398384,12.297895009003549,-1.4652897503402669,11.5
